Arabic_date,Date,USD rate,Location,type,Price(retail),MIN,MAX,MEAN
23/9/1442,05-05-2021,84.79,নওগাঁ সদর,পেঁয়াজ - দেশী,35.00-40.00,35,40,37.5
23/9/1442,05-05-2021,84.79,নাটোর সদর,পেঁয়াজ - দেশী,35.00-38.00,35,38,36.5
23/9/1442,05-05-2021,84.79,পাবনা সদর,পেঁয়াজ - দেশী,32.00-35.00,32,35,33.5
23/9/1442,05-05-2021,84.79,পঞ্চগ্রাম সদর,পেঁয়াজ - দেশী,35.00-38.00,35,38,36.5
23/9/1442,05-05-2021,84.79,রংপুর মিউনিসিপ্যালিটি মার্কেট,পেঁয়াজ - দেশী,38.00-40.00,38,40,39
23/9/1442,05-05-2021,84.79,সিরাজগঞ্জ সদর,পেঁয়াজ - দেশী,34.00-36.00,34,36,35
23/9/1442,05-05-2021,84.79,বরগুনা সদর,পেঁয়াজ - দেশী,35.00-37.00,35,37,36
23/9/1442,05-05-2021,84.79,বরিশাল সদর,পেঁয়াজ - দেশী,38.00-40.00,38,40,39
23/9/1442,05-05-2021,84.79,ভোলা সদর,পেঁয়াজ - দেশী,39.00-40.00,39,40,39.5
23/9/1442,05-05-2021,84.79,বান্দরবান সদর,পেঁয়াজ - দেশী,35.00-38.00,35,38,36.5
23/9/1442,05-05-2021,84.79,ব্রাহ্মণবাড়িয়া সদর,পেঁয়াজ - দেশী,30.00-40.00,30,40,35
23/9/1442,05-05-2021,84.79,চাঁদপুর সদর,পেঁয়াজ - দেশী,38.00-40.00,38,40,39
23/9/1442,05-05-2021,84.79,কুমিল্লা সদর,পেঁয়াজ - দেশী,35.00-38.00,35,38,36.5
23/9/1442,05-05-2021,84.79,কক্সবাজার সদর,পেঁয়াজ - দেশী,38.00-40.00,38,40,39
23/9/1442,05-05-2021,84.79,ফেনী সদর,পেঁয়াজ - দেশী,34.00-35.00,34,35,34.5
23/9/1442,05-05-2021,84.79,লক্ষ্মীপুর সদর,পেঁয়াজ - দেশী,40.00-42.00,40,42,41
23/9/1442,05-05-2021,84.79,নোয়াখালি সদর,পেঁয়াজ - দেশী,34.00-35.00,34,35,34.5
23/9/1442,05-05-2021,84.79,রাঙ্গামাটি সদর,পেঁয়াজ - দেশী,38.00-40.00,38,40,39
23/9/1442,05-05-2021,84.79,মৌলভিবাজার সদর,পেঁয়াজ - দেশী,35.00-40.00,35,40,37.5
23/9/1442,05-05-2021,84.79,সিলেট সদর,পেঁয়াজ - দেশী,35.00-36.00,35,36,35.5
23/9/1442,05-05-2021,84.79,টাংগাইল সদর বাজার,পেঁয়াজ - দেশী,34.00-35.00,34,35,34.5
23/9/1442,05-05-2021,84.79,ঢাকা সদর,পেঁয়াজ - আমদানিকৃত,34.00-35.00,34,35,34.5
23/9/1442,05-05-2021,84.79,গাজীপুর সদর,পেঁয়াজ - আমদানিকৃত,35.00-40.00,35,40,37.5
23/9/1442,05-05-2021,84.79,শেরপুর সদর,পেঁয়াজ - আমদানিকৃত,30.00-35.00,30,35,32.5
23/9/1442,05-05-2021,84.79,ময়মনসিংহ সদর,পেঁয়াজ - আমদানিকৃত,30.00-32.00,30,32,31
23/9/1442,05-05-2021,84.79,নরসিংদী সদর,পেঁয়াজ - আমদানিকৃত,28.00-30.00,28,30,29
23/9/1442,05-05-2021,84.79,মানিকগঞ্জ সদর,পেঁয়াজ - আমদানিকৃত,30.00-34.00,30,34,32
23/9/1442,05-05-2021,84.79,মুনশিগঞ্জ সদর,পেঁয়াজ - আমদানিকৃত,30.00-32.00,30,32,31
23/9/1442,05-05-2021,84.79,জামালপুর সদর,পেঁয়াজ - আমদানিকৃত,30.00-32.00,30,32,31
23/9/1442,05-05-2021,84.79,নেত্রকোনা সদর,পেঁয়াজ - আমদানিকৃত,35.00-38.00,35,38,36.5
23/9/1442,05-05-2021,84.79,কিশোরগঞ্জ সদর,পেঁয়াজ - আমদানিকৃত,35.00-38.00,35,38,36.5
23/9/1442,05-05-2021,84.79,ফরিদপুর সদর,পেঁয়াজ - আমদানিকৃত,33.00-34.00,33,34,33.5
23/9/1442,05-05-2021,84.79,গোপালগঞ্জ সদর,পেঁয়াজ - আমদানিকৃত,32.00-35.00,32,35,33.5
23/9/1442,05-05-2021,84.79,নারায়ণগঞ্জ সদর,পেঁয়াজ - আমদানিকৃত,32.00-33.00,32,33,32.5
23/9/1442,05-05-2021,84.79,চুয়াডাঙ্গা সদর,পেঁয়াজ - আমদানিকৃত,30.00-32.00,30,32,31
23/9/1442,05-05-2021,84.79,মাগুরা সদর,পেঁয়াজ - আমদানিকৃত,26.00-35.00,26,35,30.5
23/9/1442,05-05-2021,84.79,মেহেরপুর সদর,পেঁয়াজ - আমদানিকৃত,34.00-36.00,34,36,35
23/9/1442,05-05-2021,84.79,নড়াইল সদর,পেঁয়াজ - আমদানিকৃত,35.00-36.00,35,36,35.5
23/9/1442,05-05-2021,84.79,দিনাজপুর সদর,পেঁয়াজ - আমদানিকৃত,25.00-30.00,25,30,27.5
23/9/1442,05-05-2021,84.79,লালমনিরহাট সদর,পেঁয়াজ - আমদানিকৃত,32.00-36.00,32,36,34
23/9/1442,05-05-2021,84.79,নওগাঁ সদর,পেঁয়াজ - আমদানিকৃত,25.00-30.00,25,30,27.5
23/9/1442,05-05-2021,84.79,নবাবগঞ্জ সদর,পেঁয়াজ - আমদানিকৃত,28.00-30.00,28,30,29
23/9/1442,05-05-2021,84.79,রাজশাহী সদর,পেঁয়াজ - আমদানিকৃত,33.00-35.00,33,35,34
23/9/1442,05-05-2021,84.79,সিরাজগঞ্জ সদর,পেঁয়াজ - আমদানিকৃত,31.00-35.00,31,35,33
23/9/1442,05-05-2021,84.79,বরগুনা সদর,পেঁয়াজ - আমদানিকৃত,34.00-35.00,34,35,34.5
23/9/1442,05-05-2021,84.79,পটুয়াখালি সদর,পেঁয়াজ - আমদানিকৃত,30.00-32.00,30,32,31
23/9/1442,05-05-2021,84.79,পিরোজপুর সদর,পেঁয়াজ - আমদানিকৃত,32.00-34.00,32,34,33
23/9/1442,05-05-2021,84.79,বান্দরবান সদর,পেঁয়াজ - আমদানিকৃত,34.00-36.00,34,36,35
23/9/1442,05-05-2021,84.79,চাঁদপুর সদর,পেঁয়াজ - আমদানিকৃত,32.00-35.00,32,35,33.5
23/9/1442,05-05-2021,84.79,কক্সবাজার সদর,পেঁয়াজ - আমদানিকৃত,30.00-35.00,30,35,32.5
23/9/1442,05-05-2021,84.79,নোয়াখালি সদর,পেঁয়াজ - আমদানিকৃত,32.00-35.00,32,35,33.5
23/9/1442,05-05-2021,84.79,হবিগঞ্জ সদর,পেঁয়াজ - আমদানিকৃত,30.00-31.00,30,31,30.5
23/9/1442,05-05-2021,84.79,মৌলভিবাজার সদর,পেঁয়াজ - আমদানিকৃত,35.00-40.00,35,40,37.5
16/9/1442,28-04-2021,84.66,নরসিংদী সদর,পেঁয়াজ (নতুন),32.00-34.00,32,34,33
16/9/1442,28-04-2021,84.66,মুনশিগঞ্জ সদর,পেঁয়াজ (নতুন),32.00-34.00,32,34,33
16/9/1442,28-04-2021,84.66,মাদারিপুর সদর,পেঁয়াজ (নতুন),34.00-36.00,34,36,35
16/9/1442,28-04-2021,84.66,রাজবাড়ী সদর,পেঁয়াজ (নতুন),36.00-40.00,36,40,38
16/9/1442,28-04-2021,84.66,বাগেরহাট সদর,পেঁয়াজ (নতুন),35.00-40.00,35,40,37.5
16/9/1442,28-04-2021,84.66,যশোর সদর,পেঁয়াজ (নতুন),25.00-38.00,25,38,31.5
16/9/1442,28-04-2021,84.66,সাতক্ষিরা সদর,পেঁয়াজ (নতুন),34.00-35.00,34,35,34.5
16/9/1442,28-04-2021,84.66,লালমনিরহাট সদর,পেঁয়াজ (নতুন),40.00-42.00,40,42,41
16/9/1442,28-04-2021,84.66,নবাবগঞ্জ সদর,পেঁয়াজ (নতুন),38.00-40.00,38,40,39
16/9/1442,28-04-2021,84.66,নীলফামারী সদর,পেঁয়াজ (নতুন),34.00-35.00,34,35,34.5
16/9/1442,28-04-2021,84.66,ভোলা সদর,পেঁয়াজ (নতুন),34.00-36.00,34,36,35
16/9/1442,28-04-2021,84.66,ঝালকাঠি সদর,পেঁয়াজ (নতুন),36.00-38.00,36,38,37
16/9/1442,28-04-2021,84.66,চাঁদপুর সদর,পেঁয়াজ (নতুন),38.00-40.00,38,40,39
16/9/1442,28-04-2021,84.66,ফেনী সদর,পেঁয়াজ (নতুন),35.00-40.00,35,40,37.5
16/9/1442,28-04-2021,84.66,রাঙ্গামাটি সদর,পেঁয়াজ (নতুন),30.00-35.00,30,35,32.5
16/9/1442,28-04-2021,84.66,মৌলভিবাজার সদর,পেঁয়াজ (নতুন),36.00-40.00,36,40,38
16/9/1442,28-04-2021,84.66,ঢাকা সদর,পেঁয়াজ - দেশী,38.00-40.00,38,40,39
16/9/1442,28-04-2021,84.66,শেরপুর সদর,পেঁয়াজ - দেশী,38.00-40.00,38,40,39
16/9/1442,28-04-2021,84.66,ময়মনসিংহ সদর,পেঁয়াজ - দেশী,38.00-40.00,38,40,39
16/9/1442,28-04-2021,84.66,মানিকগঞ্জ সদর,পেঁয়াজ - দেশী,36.00-38.00,36,38,37
16/9/1442,28-04-2021,84.66,জামালপুর সদর,পেঁয়াজ - দেশী,40.00-42.00,40,42,41
16/9/1442,28-04-2021,84.66,কিশোরগঞ্জ সদর,পেঁয়াজ - দেশী,40.00-42.00,40,42,41
16/9/1442,28-04-2021,84.66,ফরিদপুর সদর,পেঁয়াজ - দেশী,35.00-36.00,35,36,35.5
16/9/1442,28-04-2021,84.66,শরিয়তপুর সদর,পেঁয়াজ - দেশী,40.00-42.00,40,42,41
16/9/1442,28-04-2021,84.66,গোপালগঞ্জ সদর,পেঁয়াজ - দেশী,36.00-38.00,36,38,37
16/9/1442,28-04-2021,84.66,নারায়ণগঞ্জ সদর,পেঁয়াজ - দেশী,36.00-37.00,36,37,36.5
16/9/1442,28-04-2021,84.66,চুয়াডাঙ্গা সদর,পেঁয়াজ - দেশী,28.00-30.00,28,30,29
16/9/1442,28-04-2021,84.66,ঝিনাইদহ সদর,পেঁয়াজ - দেশী,34.00-35.00,34,35,34.5
16/9/1442,28-04-2021,84.66,খুলনা সদর,পেঁয়াজ - দেশী,35.00-38.00,35,38,36.5
16/9/1442,28-04-2021,84.66,কুষ্টিয়া সদর,পেঁয়াজ - দেশী,40.00-42.00,40,42,41
16/9/1442,28-04-2021,84.66,মাগুরা সদর,পেঁয়াজ - দেশী,35.00-37.00,35,37,36
16/9/1442,28-04-2021,84.66,মেহেরপুর সদর,পেঁয়াজ - দেশী,39.00-41.00,39,41,40
16/9/1442,28-04-2021,84.66,নড়াইল সদর,পেঁয়াজ - দেশী,35.00-38.00,35,38,36.5
16/9/1442,28-04-2021,84.66,বগুড়া সদর,পেঁয়াজ - দেশী,35.00-40.00,35,40,37.5
16/9/1442,28-04-2021,84.66,দিনাজপুর সদর,পেঁয়াজ - দেশী,36.00-40.00,36,40,38
16/9/1442,28-04-2021,84.66,গাইবান্ধা সদর,পেঁয়াজ - দেশী,36.00-40.00,36,40,38
16/9/1442,28-04-2021,84.66,জয়পুরহাট সদর,পেঁয়াজ - দেশী,38.00-40.00,38,40,39
16/9/1442,28-04-2021,84.66,কুড়িগ্রাম সদর,পেঁয়াজ - দেশী,30.00-35.00,30,35,32.5
16/9/1442,28-04-2021,84.66,নওগাঁ সদর,পেঁয়াজ - দেশী,40.00-45.00,40,45,42.5
16/9/1442,28-04-2021,84.66,নাটোর সদর,পেঁয়াজ - দেশী,36.00-40.00,36,40,38
16/9/1442,28-04-2021,84.66,পাবনা সদর,পেঁয়াজ - দেশী,32.00-35.00,32,35,33.5
16/9/1442,28-04-2021,84.66,রাজশাহী সদর,পেঁয়াজ - দেশী,38.00-40.00,38,40,39
16/9/1442,28-04-2021,84.66,রংপুর মিউনিসিপ্যালিটি মার্কেট,পেঁয়াজ - দেশী,35.00-38.00,35,38,36.5
16/9/1442,28-04-2021,84.66,সিরাজগঞ্জ সদর,পেঁয়াজ - দেশী,35.00-37.00,35,37,36
16/9/1442,28-04-2021,84.66,বরগুনা সদর,পেঁয়াজ - দেশী,36.00-38.00,36,38,37
16/9/1442,28-04-2021,84.66,বরিশাল সদর,পেঁয়াজ - দেশী,40.00-42.00,40,42,41
16/9/1442,28-04-2021,84.66,পিরোজপুর সদর,পেঁয়াজ - দেশী,35.00-40.00,35,40,37.5
16/9/1442,28-04-2021,84.66,বান্দরবান সদর,পেঁয়াজ - দেশী,30.00-35.00,30,35,32.5
16/9/1442,28-04-2021,84.66,ব্রাহ্মণবাড়িয়া সদর,পেঁয়াজ - দেশী,38.00-40.00,38,40,39
16/9/1442,28-04-2021,84.66,চট্টগ্রাম সদর,পেঁয়াজ - দেশী,38.00-40.00,38,40,39
16/9/1442,28-04-2021,84.66,কুমিল্লা সদর,পেঁয়াজ - দেশী,38.00-40.00,38,40,39
16/9/1442,28-04-2021,84.66,কক্সবাজার সদর,পেঁয়াজ - দেশী,34.00-35.00,34,35,34.5
16/9/1442,28-04-2021,84.66,খাগড়াছড়ি সদর,পেঁয়াজ - দেশী,36.00-40.00,36,40,38
16/9/1442,28-04-2021,84.66,লক্ষ্মীপুর সদর,পেঁয়াজ - দেশী,34.00-35.00,34,35,34.5
16/9/1442,28-04-2021,84.66,নোয়াখালি সদর,পেঁয়াজ - দেশী,34.00-36.00,34,36,35
16/9/1442,28-04-2021,84.66,হবিগঞ্জ সদর,পেঁয়াজ - দেশী,35.00-40.00,35,40,37.5
16/9/1442,28-04-2021,84.66,সুনামগঞ্জ সদর,পেঁয়াজ - দেশী,38.00-40.00,38,40,39
16/9/1442,28-04-2021,84.66,সিলেট সদর,পেঁয়াজ - দেশী,34.00-35.00,34,35,34.5
16/9/1442,28-04-2021,84.66,ঢাকা সদর,পেঁয়াজ - আমদানিকৃত,34.00-35.00,34,35,34.5
16/9/1442,28-04-2021,84.66,গাজীপুর সদর,পেঁয়াজ - আমদানিকৃত,35.00-37.00,35,37,36
16/9/1442,28-04-2021,84.66,শেরপুর সদর,পেঁয়াজ - আমদানিকৃত,30.00-35.00,30,35,32.5
16/9/1442,28-04-2021,84.66,ময়মনসিংহ সদর,পেঁয়াজ - আমদানিকৃত,30.00-32.00,30,32,31
16/9/1442,28-04-2021,84.66,নরসিংদী সদর,পেঁয়াজ - আমদানিকৃত,30.00-32.00,30,32,31
16/9/1442,28-04-2021,84.66,মানিকগঞ্জ সদর,পেঁয়াজ - আমদানিকৃত,28.00-32.00,28,32,30
16/9/1442,28-04-2021,84.66,মুনশিগঞ্জ সদর,পেঁয়াজ - আমদানিকৃত,30.00-32.00,30,32,31
16/9/1442,28-04-2021,84.66,জামালপুর সদর,পেঁয়াজ - আমদানিকৃত,28.00-30.00,28,30,29
16/9/1442,28-04-2021,84.66,নেত্রকোনা সদর,পেঁয়াজ - আমদানিকৃত,34.00-35.00,34,35,34.5
16/9/1442,28-04-2021,84.66,কিশোরগঞ্জ সদর,পেঁয়াজ - আমদানিকৃত,32.00-36.00,32,36,34
16/9/1442,28-04-2021,84.66,ফরিদপুর সদর,পেঁয়াজ - আমদানিকৃত,32.00-33.00,32,33,32.5
16/9/1442,28-04-2021,84.66,গোপালগঞ্জ সদর,পেঁয়াজ - আমদানিকৃত,32.00-35.00,32,35,33.5
16/9/1442,28-04-2021,84.66,নারায়ণগঞ্জ সদর,পেঁয়াজ - আমদানিকৃত,32.00-33.00,32,33,32.5
16/9/1442,28-04-2021,84.66,চুয়াডাঙ্গা সদর,পেঁয়াজ - আমদানিকৃত,32.00-33.00,32,33,32.5
16/9/1442,28-04-2021,84.66,মাগুরা সদর,পেঁয়াজ - আমদানিকৃত,26.00-35.00,26,35,30.5
16/9/1442,28-04-2021,84.66,মেহেরপুর সদর,পেঁয়াজ - আমদানিকৃত,34.00-36.00,34,36,35
16/9/1442,28-04-2021,84.66,নড়াইল সদর,পেঁয়াজ - আমদানিকৃত,34.00-35.00,34,35,34.5
16/9/1442,28-04-2021,84.66,দিনাজপুর সদর,পেঁয়াজ - আমদানিকৃত,25.00-30.00,25,30,27.5
16/9/1442,28-04-2021,84.66,লালমনিরহাট সদর,পেঁয়াজ - আমদানিকৃত,35.00-36.00,35,36,35.5
16/9/1442,28-04-2021,84.66,নওগাঁ সদর,পেঁয়াজ - আমদানিকৃত,25.00-30.00,25,30,27.5
16/9/1442,28-04-2021,84.66,নবাবগঞ্জ সদর,পেঁয়াজ - আমদানিকৃত,24.00-25.00,24,25,24.5
16/9/1442,28-04-2021,84.66,পঞ্চগ্রাম সদর,পেঁয়াজ - আমদানিকৃত,34.00-35.00,34,35,34.5
16/9/1442,28-04-2021,84.66,রংপুর মিউনিসিপ্যালিটি মার্কেট,পেঁয়াজ - আমদানিকৃত,29.00-34.00,29,34,31.5
16/9/1442,28-04-2021,84.66,সিরাজগঞ্জ সদর,পেঁয়াজ - আমদানিকৃত,32.00-34.00,32,34,33
16/9/1442,28-04-2021,84.66,ঝালকাঠি সদর,পেঁয়াজ - আমদানিকৃত,30.00-32.00,30,32,31
16/9/1442,28-04-2021,84.66,পটুয়াখালি সদর,পেঁয়াজ - আমদানিকৃত,32.00-34.00,32,34,33
16/9/1442,28-04-2021,84.66,পিরোজপুর সদর,পেঁয়াজ - আমদানিকৃত,34.00-36.00,34,36,35
16/9/1442,28-04-2021,84.66,ব্রাহ্মণবাড়িয়া সদর,পেঁয়াজ - আমদানিকৃত,32.00-35.00,32,35,33.5
16/9/1442,28-04-2021,84.66,কুমিল্লা সদর,পেঁয়াজ - আমদানিকৃত,30.00-35.00,30,35,32.5
16/9/1442,28-04-2021,84.66,লক্ষ্মীপুর সদর,পেঁয়াজ - আমদানিকৃত,32.00-35.00,32,35,33.5
16/9/1442,28-04-2021,84.66,রাঙ্গামাটি সদর,পেঁয়াজ - আমদানিকৃত,30.00-31.00,30,31,30.5
16/9/1442,28-04-2021,84.66,হবিগঞ্জ সদর,পেঁয়াজ - আমদানিকৃত,35.00-40.00,35,40,37.5
9/9/1442,21-04-2021,84.85,নরসিংদী সদর,পেঁয়াজ (নতুন),32.00-34.00,32,34,33
9/9/1442,21-04-2021,84.85,মুনশিগঞ্জ সদর,পেঁয়াজ (নতুন),30.00-32.00,30,32,31
9/9/1442,21-04-2021,84.85,মাদারিপুর সদর,পেঁয়াজ (নতুন),28.00-30.00,28,30,29
9/9/1442,21-04-2021,84.85,রাজবাড়ী সদর,পেঁয়াজ (নতুন),35.00-40.00,35,40,37.5
9/9/1442,21-04-2021,84.85,বাগেরহাট সদর,পেঁয়াজ (নতুন),35.00-40.00,35,40,37.5
9/9/1442,21-04-2021,84.85,যশোর সদর,পেঁয়াজ (নতুন),25.00-36.00,25,36,30.5
9/9/1442,21-04-2021,84.85,সাতক্ষিরা সদর,পেঁয়াজ (নতুন),30.00-32.00,30,32,31
9/9/1442,21-04-2021,84.85,লালমনিরহাট সদর,পেঁয়াজ (নতুন),34.00-38.00,34,38,36
9/9/1442,21-04-2021,84.85,নবাবগঞ্জ সদর,পেঁয়াজ (নতুন),30.00-35.00,30,35,32.5
9/9/1442,21-04-2021,84.85,নীলফামারী সদর,পেঁয়াজ (নতুন),34.00-35.00,34,35,34.5
9/9/1442,21-04-2021,84.85,ঝালকাঠি সদর,পেঁয়াজ (নতুন),35.00-36.00,35,36,35.5
9/9/1442,21-04-2021,84.85,পটুয়াখালি সদর,পেঁয়াজ (নতুন),35.00-36.00,35,36,35.5
9/9/1442,21-04-2021,84.85,চট্টগ্রাম সদর,পেঁয়াজ (নতুন),35.00-38.00,35,38,36.5
9/9/1442,21-04-2021,84.85,খাগড়াছড়ি সদর,পেঁয়াজ (নতুন),30.00-35.00,30,35,32.5
9/9/1442,21-04-2021,84.85,হবিগঞ্জ সদর,পেঁয়াজ (নতুন),30.00-32.00,30,32,31
9/9/1442,21-04-2021,84.85,সুনামগঞ্জ সদর,পেঁয়াজ (নতুন),34.00-35.00,34,35,34.5
9/9/1442,21-04-2021,84.85,ঢাকা সদর,পেঁয়াজ - দেশী,32.00-34.00,32,34,33
9/9/1442,21-04-2021,84.85,শেরপুর সদর,পেঁয়াজ - দেশী,38.00-42.00,38,42,40
9/9/1442,21-04-2021,84.85,ময়মনসিংহ সদর,পেঁয়াজ - দেশী,38.00-40.00,38,40,39
9/9/1442,21-04-2021,84.85,মানিকগঞ্জ সদর,পেঁয়াজ - দেশী,38.00-42.00,38,42,40
9/9/1442,21-04-2021,84.85,জামালপুর সদর,পেঁয়াজ - দেশী,35.00-36.00,35,36,35.5
9/9/1442,21-04-2021,84.85,কিশোরগঞ্জ সদর,পেঁয়াজ - দেশী,35.00-40.00,35,40,37.5
9/9/1442,21-04-2021,84.85,ফরিদপুর সদর,পেঁয়াজ - দেশী,33.00-35.00,33,35,34
9/9/1442,21-04-2021,84.85,শরিয়তপুর সদর,পেঁয়াজ - দেশী,32.00-35.00,32,35,33.5
9/9/1442,21-04-2021,84.85,গোপালগঞ্জ সদর,পেঁয়াজ - দেশী,35.00-36.00,35,36,35.5
9/9/1442,21-04-2021,84.85,নারায়ণগঞ্জ সদর,পেঁয়াজ - দেশী,34.00-35.00,34,35,34.5
9/9/1442,21-04-2021,84.85,চুয়াডাঙ্গা সদর,পেঁয়াজ - দেশী,32.00-33.00,32,33,32.5
9/9/1442,21-04-2021,84.85,ঝিনাইদহ সদর,পেঁয়াজ - দেশী,33.00-35.00,33,35,34
9/9/1442,21-04-2021,84.85,খুলনা সদর,পেঁয়াজ - দেশী,35.00-37.00,35,37,36
9/9/1442,21-04-2021,84.85,কুষ্টিয়া সদর,পেঁয়াজ - দেশী,35.00-40.00,35,40,37.5
9/9/1442,21-04-2021,84.85,মাগুরা সদর,পেঁয়াজ - দেশী,30.00-38.00,30,38,34
9/9/1442,21-04-2021,84.85,মেহেরপুর সদর,পেঁয়াজ - দেশী,34.00-36.00,34,36,35
9/9/1442,21-04-2021,84.85,নড়াইল সদর,পেঁয়াজ - দেশী,35.00-38.00,35,38,36.5
9/9/1442,21-04-2021,84.85,বগুড়া সদর,পেঁয়াজ - দেশী,33.00-38.00,33,38,35.5
9/9/1442,21-04-2021,84.85,দিনাজপুর সদর,পেঁয়াজ - দেশী,30.00-35.00,30,35,32.5
9/9/1442,21-04-2021,84.85,গাইবান্ধা সদর,পেঁয়াজ - দেশী,30.00-35.00,30,35,32.5
9/9/1442,21-04-2021,84.85,জয়পুরহাট সদর,পেঁয়াজ - দেশী,38.00-40.00,38,40,39
9/9/1442,21-04-2021,84.85,কুড়িগ্রাম সদর,পেঁয়াজ - দেশী,30.00-35.00,30,35,32.5
9/9/1442,21-04-2021,84.85,নওগাঁ সদর,পেঁয়াজ - দেশী,35.00-40.00,35,40,37.5
9/9/1442,21-04-2021,84.85,নাটোর সদর,পেঁয়াজ - দেশী,32.00-35.00,32,35,33.5
9/9/1442,21-04-2021,84.85,পাবনা সদর,পেঁয়াজ - দেশী,32.00-35.00,32,35,33.5
9/9/1442,21-04-2021,84.85,পঞ্চগ্রাম সদর,পেঁয়াজ - দেশী,35.00-38.00,35,38,36.5
9/9/1442,21-04-2021,84.85,রংপুর মিউনিসিপ্যালিটি মার্কেট,পেঁয়াজ - দেশী,38.00-40.00,38,40,39
9/9/1442,21-04-2021,84.85,সিরাজগঞ্জ সদর,পেঁয়াজ - দেশী,33.00-35.00,33,35,34
9/9/1442,21-04-2021,84.85,বরগুনা সদর,পেঁয়াজ - দেশী,35.00-37.00,35,37,36
9/9/1442,21-04-2021,84.85,বরিশাল সদর,পেঁয়াজ - দেশী,34.00-35.00,34,35,34.5
9/9/1442,21-04-2021,84.85,ভোলা সদর,পেঁয়াজ - দেশী,36.00-40.00,36,40,38
9/9/1442,21-04-2021,84.85,বান্দরবান সদর,পেঁয়াজ - দেশী,35.00-40.00,35,40,37.5
9/9/1442,21-04-2021,84.85,ব্রাহ্মণবাড়িয়া সদর,পেঁয়াজ - দেশী,30.00-35.00,30,35,32.5
9/9/1442,21-04-2021,84.85,চাঁদপুর সদর,পেঁয়াজ - দেশী,36.00-38.00,36,38,37
9/9/1442,21-04-2021,84.85,কুমিল্লা সদর,পেঁয়াজ - দেশী,35.00-38.00,35,38,36.5
9/9/1442,21-04-2021,84.85,কক্সবাজার সদর,পেঁয়াজ - দেশী,38.00-40.00,38,40,39
9/9/1442,21-04-2021,84.85,ফেনী সদর,পেঁয়াজ - দেশী,36.00-38.00,36,38,37
9/9/1442,21-04-2021,84.85,লক্ষ্মীপুর সদর,পেঁয়াজ - দেশী,35.00-40.00,35,40,37.5
9/9/1442,21-04-2021,84.85,নোয়াখালি সদর,পেঁয়াজ - দেশী,38.00-40.00,38,40,39
9/9/1442,21-04-2021,84.85,রাঙ্গামাটি সদর,পেঁয়াজ - দেশী,34.00-36.00,34,36,35
9/9/1442,21-04-2021,84.85,মৌলভিবাজার সদর,পেঁয়াজ - দেশী,35.00-40.00,35,40,37.5
9/9/1442,21-04-2021,84.85,সিলেট সদর,পেঁয়াজ - দেশী,34.00-35.00,34,35,34.5
9/9/1442,21-04-2021,84.85,টাংগাইল সদর বাজার,পেঁয়াজ - দেশী,34.00-35.00,34,35,34.5
9/9/1442,21-04-2021,84.85,ঢাকা সদর,পেঁয়াজ - আমদানিকৃত,30.00-32.00,30,32,31
9/9/1442,21-04-2021,84.85,গাজীপুর সদর,পেঁয়াজ - আমদানিকৃত,35.00-40.00,35,40,37.5
9/9/1442,21-04-2021,84.85,শেরপুর সদর,পেঁয়াজ - আমদানিকৃত,32.00-34.00,32,34,33
9/9/1442,21-04-2021,84.85,ময়মনসিংহ সদর,পেঁয়াজ - আমদানিকৃত,28.00-30.00,28,30,29
9/9/1442,21-04-2021,84.85,নরসিংদী সদর,পেঁয়াজ - আমদানিকৃত,29.00-30.00,29,30,29.5
9/9/1442,21-04-2021,84.85,মানিকগঞ্জ সদর,পেঁয়াজ - আমদানিকৃত,36.00-40.00,36,40,38
9/9/1442,21-04-2021,84.85,মুনশিগঞ্জ সদর,পেঁয়াজ - আমদানিকৃত,28.00-30.00,28,30,29
9/9/1442,21-04-2021,84.85,জামালপুর সদর,পেঁয়াজ - আমদানিকৃত,26.00-27.00,26,27,26.5
9/9/1442,21-04-2021,84.85,নেত্রকোনা সদর,পেঁয়াজ - আমদানিকৃত,34.00-35.00,34,35,34.5
9/9/1442,21-04-2021,84.85,কিশোরগঞ্জ সদর,পেঁয়াজ - আমদানিকৃত,30.00-32.00,30,32,31
9/9/1442,21-04-2021,84.85,ফরিদপুর সদর,পেঁয়াজ - আমদানিকৃত,31.00-32.00,31,32,31.5
9/9/1442,21-04-2021,84.85,গোপালগঞ্জ সদর,পেঁয়াজ - আমদানিকৃত,30.00-34.00,30,34,32
9/9/1442,21-04-2021,84.85,নারায়ণগঞ্জ সদর,পেঁয়াজ - আমদানিকৃত,32.00-33.00,32,33,32.5
9/9/1442,21-04-2021,84.85,চুয়াডাঙ্গা সদর,পেঁয়াজ - আমদানিকৃত,24.00-25.00,24,25,24.5
9/9/1442,21-04-2021,84.85,কুষ্টিয়া সদর,পেঁয়াজ - আমদানিকৃত,18.00-20.00,18,20,19
9/9/1442,21-04-2021,84.85,মাগুরা সদর,পেঁয়াজ - আমদানিকৃত,25.00-38.00,25,38,31.5
9/9/1442,21-04-2021,84.85,মেহেরপুর সদর,পেঁয়াজ - আমদানিকৃত,32.00-34.00,32,34,33
9/9/1442,21-04-2021,84.85,নড়াইল সদর,পেঁয়াজ - আমদানিকৃত,34.00-35.00,34,35,34.5
9/9/1442,21-04-2021,84.85,দিনাজপুর সদর,পেঁয়াজ - আমদানিকৃত,25.00-30.00,25,30,27.5
